000008	Allow Blank Size	AllowBlankSize
SR4-0602-0000023	Show % Of Sales In Daily Sales Book	ShowPerOfSalesInDailySalesBook
SR4-0602-0000024	Credit Cards Commisionwise Breakup Required In Counterwise Summary ?	CCCommwiseBreakupReq
SR4-0602-0000058	Transcation Types to be used for Stock Ageing Inwards	StkAgingInwardsTrnTypes
SR4-0602-0000059	Transaction Types to be used for Stock Ageing Outwards	StkAgingOutwardsTrnTypes
SR4-0602-0000060	Transaction Types to be used for Sales Ageing	StkAgingSalesTrnTypes
SR4-0602-0000061	Continuation Delimiter Used in Printing Label	LabelPrintContdDelimiter
SR4-0602-0000063	Customer Label Print Configuration	FieldsPrintCustomerLabel
SR4-0602-0000095	Display the Current Stock in Attribute Wise Sale Report	DispCurBalQtyinAttrWiseSalesRep
SR4-0702-0000185	Cost Price Inclusive of Tax	GIRIncTaxForCP
SR4-0702-0000186	Select Price to be displayed in Rate field for Purchase (Cost / Last Purchase Price)	DispCPOrLPPInRateFieldForPurchase
SR4-0702-0000187	Mode of Sales Promotion Applicability in Billing	ModeOfSPAppInBilling
SR4-0730-0000184	List Of Prefixes Blocked In Sales Promotion Catalogue	ListOfPfxsBlockedInSPCat
SR4-0730-0000276	Auto Generate Sales Promotion Code	AutoGenSalesPromoCode
SR4-0730-0000290	Item Description for Style Catalogue	ItemDescSubClass1Cat
SR4-0904-0000001	If Price Revisions Are Applicable, Activate Immediately	PriceRevisionAppRules
SR4-6000-0000008	Whether Sale Tax Percentage depend upon Parameter or SaleTax Catalog	BasedOnParameterorSaleTaxCatalog
SR4-6000-0000009	Sales Tax Percentage For Audit Report(Arvind-VIIB)	SalesTaxPercentageAuditReport
SR4-6000-0000054	List Of Class2Cds which belongs to Gift Voucher Report	GetGVRClass2Cds
SR4-9111-0000333	Catalogue – For Item Level Fixed Discounts/Offers – Default behaviour for Lowest/Highest Priced Item	LowestHighestPricedItem
SR5-0600-0000010	AST Export Based On Date Or VaCtr	ASTExportBasedOnDateOrVactr
SR5-0600-0000013	Sleep Timer Set For AST Import	ASTImportSetSleepTimer
SR5-0600-0000018	Export Entire StockTrnSummary For IM	ExportEntireStkTrnSummaryForIM
SR5-0600-0000019	Update Patch Date & Release Number	UpdtPatchDtReleaseNo
SR5-0601-0000006	IM Flat File Creation Date	IMFileCreationDate
SR5-0601-0000007	Check IM File Date Updated In IM File Or Send Flat File To Ho	CheckIMFileToUpdated
SR5-0601-0000011	During IM-ID File Creation Skipped Record or Default Record	CheckIMFileSkippedOrDefaultRecord
SR5-0601-0000016	Tally Accounting Interface Generation Number	TallyInterfaceGenerationNumber
SR5-0602-0000017	Walk-in - Extended Information	WalkinExtendedInformation
SR5-0602-0000041	Update Tax Automatically in Pricing Master Import	PMImportAutoTaxUpdation
SR5-0602-0000042	Franchisee Checks During Day End	FranchCheckForDayEnd
SR5-0602-0000044	Allow Day Open Date	AllowDayOpenDate
SR5-0602-0000045	Allow POS Payment Modes Modification Date For Other Dates	AllPOSPaymentModeModifyForOthDates
SR5-0602-0000065	Year Ending Month	YearEndMonthNo
SR5-0602-0000066	Update Sysparam and Genlookup Counter During Day End	UpdateSysparamGenlookupCtrDayEnd
SR5-0602-0000070	Print Details of Customer Label Line#1	CustLblLine1Font
SR5-0602-0000071	Print Details of Customer Label Line#2	CustLblLine2Font
SR5-0602-0000072	Print Details of Customer Label Line#3	CustLblLine3Font
SR5-0602-0000073	Print Details of Customer Label Line#4	CustLblLine4Font
SR5-0602-0000074	Print Details of Customer Label Line#5	CustLblLine5Font
SR5-0602-0000075	Print Details of Customer Label Line#6	CustLblLine6Font
SR5-0602-0000076	Print Details of Customer Label Line#7	CustLblLine7Font
SR5-0602-0000077	Print Details of Customer Label Line#8	CustLblLine8Font
SR5-0602-0000084	Franchisee Checks Applicable During Day End	FranchCheckApplicableInDayEnd
SR5-0602-0000101	Option For Conversion Of Sale DC To Approval DC In Day End	SalesDcConvGraceDays
SR5-0602-0000105	Additional Columns Exist for General Price Revision	AddlColsExistForGenPriceRev
SR5-0602-0000111	Validate Against MOP Vs Current Stock Qty	ValidateMOPVsCurrentStkQty
SR5-0701-0000130	Flat File Creation in App Path Out or DBOut Directory	FlatFileCreationAppPathOutShareDir
SR5-0701-0000133	Whether to display Customer Code or Name in Tally	WhetherCdOrNameinTally
SR5-0701-0000135	Convert Negative Stock to Misc. Receipt	ConvertNegStkToMiscRcpt
SR5-0701-0000136	Whether to display Alias for Account Name in Tally	WhetherAliasOrNotInTally
SR5-0701-0000137	PM Import and GIR - Update TAX automatically	DefaultTaxInclusiveUpdateInPMGIR
SR5-0701-0000139	Tolerance Factor In Day Begin for Qty And Value	ToleranceFactorDayBeginQtyValue
SR5-0701-0000140	Enable Common PT File Creation	CommonPTFileCreationEnabled
SR5-0702-0000145	AST Export Path	ASTExportPath
SR5-0702-0000146	AST Import Path	ASTImportPath
SR5-0702-0000147	AST BackUp Path	ASTBackUpPath
SR5-0702-0000148	AST DSN Name	ASTDSNName
SR5-0702-0000149	Tables to be excluded during export to replication1	TempTableToSkipFromAST1
SR5-0702-0000150	Tables to be excluded during export to replication2	TempTableToSkipFromAST2
SR5-0702-0000153	Tally IP Address	TallyIPAddress
SR5-0702-0000154	Tally Company Name	TallyCompanyName
SR5-0702-0000155	Tally Port No	TallyPortNo
SR5-0702-0000156	Option to Export Sales Transaction to Tally	OptionExportSalesTransTally
SR5-0702-0000157	Actual Quantity in Flat File Creation	MoveActualQtyInFlatFile
SR5-0702-0000160	FTP Remote Path For Uploading the Files	FFileFTPREMOTESENDPATH
SR5-0702-0000161	FTP IS Passive mode	FFileFTPPASSIVEMODE
SR5-0702-0000164	Flat File Party Code Based on Franchise Code	InFlatFilePartyCdBasedOnFranchCdOrCompCd
SR5-0702-0000168	Export Entire Stock Transaction Summary in Day End Process	ExportEntireStkTrnSummaryForDayEnd
SR5-0702-0000170	No. of Days Backup to be Preserved	NoOfDaysBackupToBePreserved
SR5-0730-0000188	Print To Address in  Goods Inwards	PrintToAddressGIR
SR5-0730-0000189	Loading / Storing Path for Barcode Design Templates	PathBarcodeDesignTemplates
SR5-0730-0000190	Display Actual Quantity and Doc Quantity for PO Pre-fill	DispActQtyDocQtyForPOPrefill
SR5-0730-0000191	Split Quantity If Actual Qty is More than PO Qty	SplitActQtyIfMoreThanPOQty
SR5-0730-0000192	Auto Pre-fill PO details in Goods Inwards (Only for POs based on stock number)	PrefillPODetailsInGIR
SR5-0730-0000193	Re Open PO when GIR Document Edited or Deleted If PO is Closed	ReOpenPOWhenGIREditOrDelete
SR5-0730-0000194	Validate Flat File PO Ref. with POS PO Ref.	ValidateFlatFilePORefInGIR
SR5-0730-0000195	Validate Data during Pricing Master Import	ValidateDataDuringPMImport
SR5-0730-0000226	Running No for Data Extract Transaction File	RunNoDataExtract
SR5-0730-0000227	Wait Time for Data Extraction Before Data Polling	ExtractDataWaitTime
SR5-0730-0000228	Flat File thru On Line	SendFFThruOnLine
SR5-0730-0000229	Server Name for On Line Data Sync	FFileOnLineServer
SR5-0730-0000230	Subject Line for POS generated Mails to HO	FFileMailSubjectHO
SR5-0730-0000231	Subject Line of Mails to be Downloaded at POS	FFileMailSubjectPOS
SR5-0730-0000232	Subject Line of Mail Acknowledgement From HO	FFileMailAckSubjectHO
SR5-0730-0000233	Message for Mail From HO	FFileMessageHO
SR5-0730-0000234	Message for Mail From POS	FFileMessagePOS
SR5-0730-0000235	Message for Mail Ack From HO	FFileMessageAckHO
SR5-0730-0000236	File Type for Downloading at HO	FFileTypeDownHO
SR5-0730-0000237	File Type for Downloading at POS	FFileTypeDownPOS
SR5-0730-0000238	Stock Visibility Browse Description String Formation - 1	SVBrowseDescString1
SR5-0730-0000239	Stock Visibility Browse Description String Formation - 2	SVBrowseDescString2
SR5-0730-0000240	Display Current Quantity in Stock Visibility Browse	SVDisplayCurQtyInBrowse
SR5-0730-0000241	Maximum Rows in Stock Visibility Browse	SVBrowseMaxRows
SR5-0730-0000242	Default Sorting Order in Stock Visibility Browse	SVDefaultSortingOrderFieldInIB
SR5-0730-0000243	Code And Desc Order For Classfn Fields Displayed in Stock Visibility Browse	SVShowCodeAndDescOrderInIB
SR5-0730-0000244	Delimiter Character for Code and Description Display in Stock Visibility Browse	SVDelimitCharForCodeDescInIB
SR5-0730-0000245	Default Searching Field(CodeOrDesc) in Stock Visibility Browse	SVDefaultSearchFldInClassiBrowse
SR5-0730-0000246	Additional Tables to be Included During Sync.	AdlTablesToSync
SR5-0730-0000248	Connection Time Out in Seconds	ConnectionTimeOut
SR5-0730-0000249	Command Time Out in Seconds	CommandTimeOut
SR5-0730-0000250	Database Version	DBVersion
SR5-0730-0000251	TCP Version	TCPVersion
SR5-0730-0000252	Purchase Order Printint format	POPrintFormat
SR5-0730-0000253	Upload Folder for FTP	FFileFTPUpFolder
SR5-0730-0000254	Download Folder for FTP	FFileFTPDownFolder
SR5-0730-0000255	DialUp Check for FTP	FFileFTPDialUpCheck
SR5-0730-0000256	Upload Folder for Direct Copy	FFileDCopyUpFolder
SR5-0730-0000257	Download Folder for Direct Copy	FFileDCopyDownFolder
SR5-0730-0000258	HO Email Id	FFileEmailId
SR5-0730-0000259	File Type for HO	FFileTypeHO
SR5-0730-0000260	File Type for POS	FFileTypePOS
SR5-0730-0000261	Subject for Resync Request From HO	FFileMailResyncSubjectHO
SR5-0730-0000262	Message for Resync Request From HO	FFileMessageResyncHO
SR5-0730-0000263	Shoper Temporary Backup Path	BackupPath
SR5-0730-0000264	Default Size Group Id	DefaultSizeGroupId
SR5-0730-0000265	Free Items Mandatory in Billing	ValidateFreeItemsInBill
SR5-0730-0000266	Free Items Billed at Value	FreeItemsBillAt
SR5-0730-0000267	Number of digits to be Stored in credit card number	NoDigitStoredinCreditCardNo
SR5-0730-0000268	Print Audit Trail Title  in Goods Outwards	PrnAuditTrailTitleInGOR
SR5-0730-0000269	Print Tax Component Name and Description In VAT Summary	PrintTaxComponentNmDescInVATSummary
SR5-0730-0000270	File Upload/download Retrying times	Fileuploaddownloadretrytimes
SR5-0730-0000271	File Upload/download Retrying Delay interval seconds	Fileuploaddownloadretryinterval
SR5-0730-0000272	Print Tax Type Description in VAT Summary	PrintTaxTypeDescInVATSummary
SR5-0730-0000273	Allow SKU Rate Alteration in PO/Indent	SKUPORateAlter
SR5-0730-0000275	Automatic Retain only Last n months for Data Archival	AutomaticRetainOnlyLastNMonthDataArchival
SR5-0730-0000279	Extended Data Input Mode	ExtendedDataInputMode
SR5-0730-0000280	Apply PO Rate with PO Reference in Inwards	ApplyPORateWithPORefInGIR
SR5-0730-0000282	Extraction Zip file split size specification in KB	Extractzipsplitsize
SR5-0730-0000285	DBVersion to be updated for POS Transactions	DBVersionUpdtInPOS
SR5-0730-0000291	Shoper Live Update Backup Parameter	LUBackupParam
SR5-0901-0000298	Path to move file after processing	ProcessedFilePath
SR5-0901-0000300	DISPLAY NET AVALIABLE QUANTITY IN ITEM BROWSE FOR BILLING	DISPLAYNETQTYINBROWSE
SR5-0901-0000302	Post Cost Center information to tally	PostCCToTally
SR5-0901-0000310	Create detailed log file in tally mapping	TallyLogType
SR6-0601-0000015	Customer Code Generation Format	CustomerCdGenerationFormat
SR6-0601-0000017	Cut-Off Quantity For Excess Stock Handling	ExcStkHandlingCutOffQty
SR6-0601-0000018	Conversion Factor For Excess Stock Handling	ExcStkConvFactor
SR6-0601-0000019	Print Counter Summary Report	PrintCounterSummRpt
SR6-0602-0000055	Display SubClass1 and SubClass2 Description in Item Master Entry	DispSubClass12Desc
SR6-0602-0000056	Configure Display of Analysis Code in Item Master Entry	DispCodeDescOrBothForAnalCode
SR6-0602-0000057	Display Common Field in top or Spread  in Item Master Entry	DispCommonFldTopOrSpread
SR6-0602-0000062	Activate the Multiple Selection in Customer Browse	ActivateMulSelectCustomerBrowse
SR6-0602-0000064	Order By Class Code for Goods Register	OrderByC2C1ForGoodsReg
SR6-0602-0000068	Accept Document Remarks in Bill	AcceptDocRemarksInBilling
SR6-0602-0000080	Image Applicable at Style or SKU level	PMImageHeirarchyLevel
SR6-0602-0000112	StockNo used for Handling Bill Jumping	SKUforHandlingBillJump
SR6-0701-0000142	Item Master Creation - (1) Record By Record Insertion Or (0) Bulk Insert	InsertStockNoLineItemLevel
SR6-0702-0000144	Accept Quantity in Item Master Entry	AcceptQtyInItemMasterEntry
SR6-0702-0000151	Sales Factor Rec. Id Auto Generation	SalesFactorRecIdAutoGen
SR6-0702-0000162	Image ID Applicable in Item Master	ImageIDPresentInItemmaster
SR6-0702-0000165	Shoper Image File Path	ShoperImageFilePath
SR6-0702-000143A	Batch SrlNo For Item Master Entry	BatchSrlNoA
SR6-0702-000143B	Batch SrlNo Rec-Id For Item Master Entry	BatchSrlNoB
SR6-0702-000144A	Regular Indicator for ItemMaster Entry	RegIndA
SR6-0702-000144B	Regular Indicator Rec-Id for ItemMaster Entry	RegIndB
SR6-0730-0000175	Allowed Operations in Size Catalogue Management	OperationsAllowedInSizeCatManage
SR6-0730-0000284	If Sales Promotions are Applicable to New Items Created, Activate Immediately	ActivateSalesPromosToNewItems
SR6-0730-000196A	Item Analysis Code6 Present	ItemAnaCd6Present
SR6-0730-000196B	Item Analysis Code6 Caption	ItemAnaCd6Caption
SR6-0730-000196C	Item Analysis Code6 Look-up Rec Id	ItemAnaCd6RecId
SR6-0730-000197A	Item Analysis Code7 Present	ItemAnaCd7Present
SR6-0730-000197B	Item Analysis Code7 Caption	ItemAnaCd7Caption
SR6-0730-000197C	Item Analysis Code7 Look-up Rec Id	ItemAnaCd7RecId
SR6-0730-000198A	Item Analysis Code8 Present	ItemAnaCd8Present
SR6-0730-000198B	Item Analysis Code8 Caption	ItemAnaCd8Caption
SR6-0730-000198C	Item Analysis Code8 Look-up Rec Id	ItemAnaCd8RecId
SR6-0730-000199A	Item Analysis Code9 Present	ItemAnaCd9Present
SR6-0730-000199B	Item Analysis Code9 Caption	ItemAnaCd9Caption
SR6-0730-000199C	Item Analysis Code9 Look-up Rec Id	ItemAnaCd9RecId
SR6-0730-000200A	Item Analysis Code10 Present	ItemAnaCd10Present
SR6-0730-000200B	Item Analysis Code10 Caption	ItemAnaCd10Caption
SR6-0730-000200C	Item Analysis Code10 Look-up Rec Id	ItemAnaCd10RecId
SR6-0730-000201A	Item Analysis Code11 Present	ItemAnaCd11Present
SR6-0730-000201B	Item Analysis Code11 Caption	ItemAnaCd11Caption
SR6-0730-000201C	Item Analysis Code11 Look-up Rec Id	ItemAnaCd11RecId
SR6-0730-000202A	Item Analysis Code12 Present	ItemAnaCd12Present
SR6-0730-000202B	Item Analysis Code12 Caption	ItemAnaCd12Caption
SR6-0730-000202C	Item Analysis Code12 Look-up Rec Id	ItemAnaCd12RecId
SR6-0730-000203A	Item Analysis Code13 Present	ItemAnaCd13Present
SR6-0730-000203B	Item Analysis Code13 Caption	ItemAnaCd13Caption
SR6-0730-000203C	Item Analysis Code13 Look-up Rec Id	ItemAnaCd13RecId
SR6-0730-000204A	Item Analysis Code14 Present	ItemAnaCd14Present
SR6-0730-000204B	Item Analysis Code14 Caption	ItemAnaCd14Caption
SR6-0730-000204C	Item Analysis Code14 Look-up Rec Id	ItemAnaCd14RecId
SR6-0730-000205A	Item Analysis Code15 Present	ItemAnaCd15Present
SR6-0730-000205B	Item Analysis Code15 Caption	ItemAnaCd15Caption
SR6-0730-000205C	Item Analysis Code15 Look-up Rec Id	ItemAnaCd15RecId
SR6-0730-000206A	Item Analysis Code16 Present	ItemAnaCd16Present
SR6-0730-000206B	Item Analysis Code16 Caption	ItemAnaCd16Caption
SR6-0730-000206C	Item Analysis Code16 Look-up Rec Id	ItemAnaCd16RecId
SR6-0730-000207A	Item Analysis Code17 Present	ItemAnaCd17Present
SR6-0730-000207B	Item Analysis Code17 Caption	ItemAnaCd17Caption
SR6-0730-000207C	Item Analysis Code17 Look-up Rec Id	ItemAnaCd17RecId
SR6-0730-000208A	Item Analysis Code18 Present	ItemAnaCd18Present
SR6-0730-000208B	Item Analysis Code18 Caption	ItemAnaCd18Caption
SR6-0730-000208C	Item Analysis Code18 Look-up Rec Id	ItemAnaCd18RecId
SR6-0730-000209A	Item Analysis Code19 Present	ItemAnaCd19Present
SR6-0730-000209B	Item Analysis Code19 Caption	ItemAnaCd19Caption
SR6-0730-000209C	Item Analysis Code19 Look-up Rec Id	ItemAnaCd19RecId
SR6-0730-000210A	Item Analysis Code20 Present	ItemAnaCd20Present
SR6-0730-000210B	Item Analysis Code20 Caption	ItemAnaCd20Caption
SR6-0730-000210C	Item Analysis Code20 Look-up Rec Id	ItemAnaCd20RecId
SR6-0730-000211A	Item Analysis Code21 Present	ItemAnaCd21Present
SR6-0730-000211B	Item Analysis Code21 Caption	ItemAnaCd21Caption
SR6-0730-000211C	Item Analysis Code21 Look-up Rec Id	ItemAnaCd21RecId
SR6-0730-000212A	Item Analysis Code22 Present	ItemAnaCd22Present
SR6-0730-000212B	Item Analysis Code22 Caption	ItemAnaCd22Caption
SR6-0730-000212C	Item Analysis Code22 Look-up Rec Id	ItemAnaCd22RecId
SR6-0730-000213A	Item Analysis Code23 Present	ItemAnaCd23Present
SR6-0730-000213B	Item Analysis Code23 Caption	ItemAnaCd23Caption
SR6-0730-000213C	Item Analysis Code23 Look-up Rec Id	ItemAnaCd23RecId
SR6-0730-000214A	Item Analysis Code24 Present	ItemAnaCd24Present
SR6-0730-000214B	Item Analysis Code24 Caption	ItemAnaCd24Caption
SR6-0730-000214C	Item Analysis Code24 Look-up Rec Id	ItemAnaCd24RecId
SR6-0730-000215A	Item Analysis Code25 Present	ItemAnaCd25Present
SR6-0730-000215B	Item Analysis Code25 Caption	ItemAnaCd25Caption
SR6-0730-000215C	Item Analysis Code25 Look-up Rec Id	ItemAnaCd25RecId
SR6-0730-000216A	Item Analysis Code26 Present	ItemAnaCd26Present
SR6-0730-000216B	Item Analysis Code26 Caption	ItemAnaCd26Caption
SR6-0730-000216C	Item Analysis Code26 Look-up Rec Id	ItemAnaCd26RecId
SR6-0730-000217A	Item Analysis Code27 Present	ItemAnaCd27Present
SR6-0730-000217B	Item Analysis Code27 Caption	ItemAnaCd27Caption
SR6-0730-000217C	Item Analysis Code27 Look-up Rec Id	ItemAnaCd27RecId
SR6-0730-000218A	Item Analysis Code28 Present	ItemAnaCd28Present
SR6-0730-000218B	Item Analysis Code28 Caption	ItemAnaCd28Caption
SR6-0730-000218C	Item Analysis Code28 Look-up Rec Id	ItemAnaCd28RecId
SR6-0730-000219A	Item Analysis Code29 Present	ItemAnaCd29Present
SR6-0730-000219B	Item Analysis Code29 Caption	ItemAnaCd29Caption
SR6-0730-000219C	Item Analysis Code29 Look-up Rec Id	ItemAnaCd29RecId
SR6-0730-000220A	Item Analysis Code30 Present	ItemAnaCd30Present
SR6-0730-000220B	Item Analysis Code30 Caption	ItemAnaCd30Caption
SR6-0730-000220C	Item Analysis Code30 Look-up Rec Id	ItemAnaCd30RecId
SR6-0730-000221A	Item Analysis Code31 Present	ItemAnaCd31Present
SR6-0730-000221B	Item Analysis Code31 Caption	ItemAnaCd31Caption
SR6-0730-000221C	Item Analysis Code31 Look-up Rec Id	ItemAnaCd31RecId
SR6-0730-000222A	Item Analysis Code32 Present	ItemAnaCd32Present
SR6-0730-000222B	Item Analysis Code32 Caption	ItemAnaCd32Caption
SR6-0730-000222C	Item Analysis Code32 Look-up Rec Id	ItemAnaCd32RecId
SR6-0901-0000304	Caption for Address1	Address1Cap
SR6-0901-0000305	Caption for Address2	Address2Cap
SR6-0901-0000306	Caption for Address3	Address3Cap
SR6-0901-0000307	Caption for Address4	Address4Cap
SR6-0901-0000308	Caption for Address5	Address5Cap
SR6-0901-0000309	Caption for Default Address	DefaultAddressCap
SR7-0700-0000120	Company TIN Number	CompanyTINNumber
SR7-0701-0000002	Tax Cal. Method In Billing : First Remove Tax From Sale Value & Apply Discounts, Then Cal. Tax Value	ForTIItemsInBillingSVIsIncOfTax
SR7-0730-0000176	Franchisee Year Opening Setting	FranchiseeYearOpeningSetting
SR7-0730-0000177	No. of Digits for Pay-in Slip Number	SetLengthPaySlipNoCashCredit
SR7-0730-0000178	Use Same Pay-in Slip for Cash & Credit	SamePayInSlipUsedCashCredit
SR7-0730-0000179	HO and Franchisee Code	HOCodeFranchiseCode
SR7-0730-0000180	Cash/ Credit Payment to HO Configuration	PaymentHOByCashAndCredit
SR7-0901-0000313	Pay Slip Printing Type	PaySlipPrintingType
SR7-0913-0000313	PAY MODES CONSIDERED UNDER CASH SALES	PAYMODESCONSIDEREDUNDERCASHSALES
